🇨🇳央视+凤凰,#genre#
CCTV-10 科教,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8#http://140.207.241.3:8080/live/program/live/cctv10hd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv10gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://59.44.10.113:9901/tsfile/live/1004_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221225931/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221226976/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221225814/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226976/index.m3u8?servicetype=1#http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8#http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8#http://39.135.34.150:8080/000000001000/7019587760656900133/1.m3u8?xtkg
CCTV-11 戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv11gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://59.44.10.113:9901/tsfile/live/1043_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221225815/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221226927/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226927/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226927/index.m3u8?servicetype=1#http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8#http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?xtkg#http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV-12 社会与法,http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8#http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv12gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://171.108.239.90:8181/tsfile/live/1105_1.m3u8#http://171.108.239.90:8181/tsfile/live/1038_1.m3u8#http://59.44.10.113:9901/tsfile/live/1007_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221226931/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221225816/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221225932/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225816/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225932/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226931/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225816/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225932/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226931/index.m3u8?servicetype=1#http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV-13 新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv13gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://171.108.239.90:8181/tsfile/live/1039_1.m3u8#http://59.44.10.113:9901/tsfile/live/1083_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221225817/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221226985/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226985/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226985/index.m3u8?servicetype=1#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?xtkg
CCTV-14 少儿,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://140.207.241.3:8080/live/program/live/cctvsehd/4000000/mnf.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv14gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://171.108.239.90:8181/tsfile/live/1040_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221225819/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221225933/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221227086/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225819/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225933/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227086/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225819/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225933/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227086/index.m3u8?servicetype=1#http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15 音乐,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv15gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://171.108.239.90:8181/tsfile/live/1041_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221225818/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221226989/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226989/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226989/index.m3u8?servicetype=1#http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8#http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?xtkg
CCTV-16 奥林匹克,http://39.134.115.163:8080/PLTV/88888910/224/3221226230/index.m3u8#http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://125.210.152.19:9090/live/hzgq-cctv16gq-h264.m3u8#http://171.108.239.90:8181/tsfile/live/1042_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221227125/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221227148/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227148/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227148/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221227162/index.m3u8?servicetype=1#http://iptv.tvfix.org/hls/cctv16hd.m3u8
CCTV-16 奥林匹克4K,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221227162/1.m3u8?servicetype=1
CCTV-17 农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225909/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8#http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8#http://125.210.152.19:9090/live/hzgq-cctv17gq-h264.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://171.108.239.90:8181/tsfile/live/1043_1.m3u8#http://39.135.49.209:6610/PLTV/88888888/224/3221226990/1.m3u8?servicetype=1#http://39.135.49.209:6610/PLTV/88888888/224/3221226986/1.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226990/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226990/index.m3u8?servicetype=1#http://39.135.55.105:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1#http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV-4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8#https://p.ggiptv.com/v/4k.m3u8#http://liveop.cctv.cn/hls/4KHD/playlist.m3u8#http://open.live-web.timetv.cn/live03/cctv4k.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1#http://117.169.120.138:8080/live/fhchinese/index.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1#http://117.169.120.138:8080/live/fhzixun/.m3u8#http://117.169.120.138:8080/live/fhzixun/index.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8


卫视,#genre#
江苏卫视,https://litchiapp-hls.jstv.com/lizhiapp/jsws.m3u8
江西卫视,http://local.live.jxtvcn.com.cn:80/live-jxtv/tv_jxtv1.m3u8
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225719/index.m3u8?
浙江卫视,http://yd-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
湖北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225721/index.m3u8?
东方卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225718/index.m3u8?
广东卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225966/index.m3u8
安徽卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225974/index.m3u8     
浙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225731/index.m3u8?
天津卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225675/index.m3u8?
山东卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225921/index.m3u8    
辽宁卫视,http://111.12.101.25:6610/PLTV/77777777/224/3221225779/index.m3u8?
重庆卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225952/index.m3u8
深圳卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221226043/index.m3u8
北京卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225651/index.m3u8?
吉林卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225960/index.m3u8
四川卫视,http://39.136.48.2:8089/PLTV/88888888/224/3221225956/index.m3u8
宁夏卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225782/index.m3u8?
黑龙江卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225734/index.m3u8?
东南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225696/index.m3u8?
四川卫视,http://38e03903f5.zicp.vip:9887/sctv.php?id=scws
厦门卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225823/index.m3u8?桂林移动
新疆兵团卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225795/index.m3u8?桂林移动
西藏卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225800/index.m3u8?桂林移动
贵州卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225770/index.m3u8?桂林移动
陕西卫视 4M1576,http://39.135.32.236:6610/PLTV/77777777/224/3221225754/index.m3u8?桂林移动
青海卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225705/index.m3u8?桂林移动
广西卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225767/index.m3u8?桂林移动
新疆卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225788/index.m3u8?桂林移动
河北卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225773/index.m3u8?桂林移动
河南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225806/index.m3u8?桂林移动
海南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225752/index.m3u8?桂林移动
甘肃卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225764/index.m3u8?桂林移动
云南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225794/index.m3u8?桂林移动
内蒙古卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225751/index.m3u8?桂林移动
吉林卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225678/index.m3u8?桂林移动
四川卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225757/index.m3u8?桂林移动
宁夏卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225782/index.m3u8?桂林移动
